Channel	Threshold	ENC
8	44.403410948655	22.3392012806471
9	33.0122395576944	22.764080403083
10	16.9888333875571	19.073882517354
11	29.4867564546369	19.4930553333438
12	15.4057097843087	18.5528598673928
13	31.1837452095384	18.9492920020685
14	23.274438716392	18.1067164291424
15	23.0960432776494	20.277658569391
