Channel	Threshold	ENC
0	28.2547857931237	6.73113899668165
1	30.6097163898056	6.04971228824506
2	35.9125905167014	6.46964777182415
3	31.9247690346734	6.88272793386367
4	19.9036214588742	7.75243872358638
5	34.4248212075234	8.47948118755377
6	13.2716740872379	10.1621658302999
7	43.2403289269304	9.10573410149897
