0	183.751297		7.791305
1	187.768307		6.380022
2	195.253496		6.241989
3	211.150500		7.730328
4	172.737859		6.961487
5	214.328622		11.432125
6	170.358957		9.681953
7	216.979703		7.940125
8	230.850879		11.101533
9	197.588774		9.835574
10	176.455881		8.674556
11	199.300226		9.255691
12	193.288917		10.119745
13	216.558797		10.020339
14	178.154931		8.803469
15	178.833543		9.667777
16	216.973743		12.211791
17	189.874263		8.334964
18	205.230678		9.209270
19	189.837126		8.603678
20	181.941510		7.766163
21	178.976516		8.273379
22	161.360478		8.117600
23	189.621952		9.339560
24	222.515589		7.223944
25	224.080875		7.193568
26	190.357170		6.190026
27	196.206503		6.259836
28	222.798469		6.286991
29	130.123235		5.554968
30	120.577627		4.868538
31	251.129400		6.754019
