Channel	Threshold	ENC
16	25.1590733914058	24.3523208905917
17	24.503471297709	20.027032405924
18	29.4330274325417	21.1232806039609
19	22.9134586715167	20.97777447972
20	28.8416613125322	20.8683267620506
21	24.2936006069716	23.4175704232679
22	13.4083258965951	24.3749625116377
23	23.9592533052556	25.7073159680191
