# ASIC configuration for the measurements:
# ------------------------------------------------------------------------------
# Mode = 100 
# Bias = 0110 
# CSArefs = 0011 
# Shaper = 101 
# Leakage mask = 10000000000000000000000000000000 
# Discr. enable mask = 11111111111111111111111111111111 
# Calibration mask = 11111111111111111111111111111111 
# Threshold = 205 
# FineTHR[0] = 011 
# FineTHR[1] = 011 
# FineTHR[2] = 011 
# FineTHR[3] = 011 
# FineTHR[4] = 011 
# FineTHR[5] = 011 
# FineTHR[6] = 011 
# FineTHR[7] = 011 
# FineTHR[8] = 011 
# FineTHR[9] = 011 
# FineTHR[10] = 011 
# FineTHR[11] = 011 
# FineTHR[12] = 011 
# FineTHR[13] = 011 
# FineTHR[14] = 011 
# FineTHR[15] = 011 
# FineTHR[16] = 011 
# FineTHR[17] = 011 
# FineTHR[18] = 011 
# FineTHR[19] = 011 
# FineTHR[20] = 011 
# FineTHR[21] = 011 
# FineTHR[22] = 011 
# FineTHR[23] = 011 
# FineTHR[24] = 011 
# FineTHR[25] = 011 
# FineTHR[26] = 011 
# FineTHR[27] = 011 
# FineTHR[28] = 011 
# FineTHR[29] = 011 
# FineTHR[30] = 011 
# FineTHR[31] = 011 
# ------------------------------------------------------------------------------
# Event data block #1
# Threshold	DAC	Events	Triggered	CH#
205	0	1000	0	0
205	0	1000	0	1
205	0	1000	0	2
205	0	1000	0	3
205	0	1000	0	4
205	0	1000	0	5
205	0	1000	0	6
205	0	1000	0	7
205	0	1000	0	8
205	0	1000	0	9
205	0	1000	0	10
205	0	1000	0	11
205	0	1000	0	12
205	0	1000	0	13
205	0	1000	0	14
205	0	1000	0	15
205	0	1000	0	16
205	0	1000	0	17
205	0	1000	0	18
205	0	1000	0	19
205	0	1000	0	20
205	0	1000	0	21
205	0	1000	0	22
205	0	1000	0	23
205	0	1000	0	24
205	0	1000	0	25
205	0	1000	0	26
205	0	1000	0	27
205	0	1000	0	28
205	0	1000	0	29
205	0	1000	0	30
205	0	1000	0	31
# Event data block #2
# Threshold	DAC	Events	Triggered	CH#
205	1	1000	0	0
205	1	1000	0	1
205	1	1000	0	2
205	1	1000	0	3
205	1	1000	0	4
205	1	1000	0	5
205	1	1000	0	6
205	1	1000	0	7
205	1	1000	0	8
205	1	1000	0	9
205	1	1000	0	10
205	1	1000	0	11
205	1	1000	0	12
205	1	1000	0	13
205	1	1000	0	14
205	1	1000	0	15
205	1	1000	0	16
205	1	1000	0	17
205	1	1000	0	18
205	1	1000	0	19
205	1	1000	0	20
205	1	1000	0	21
205	1	1000	0	22
205	1	1000	0	23
205	1	1000	0	24
205	1	1000	0	25
205	1	1000	0	26
205	1	1000	0	27
205	1	1000	0	28
205	1	1000	0	29
205	1	1000	0	30
205	1	1000	0	31
# Event data block #3
# Threshold	DAC	Events	Triggered	CH#
205	2	1000	0	0
205	2	1000	0	1
205	2	1000	0	2
205	2	1000	0	3
205	2	1000	0	4
205	2	1000	0	5
205	2	1000	0	6
205	2	1000	0	7
205	2	1000	0	8
205	2	1000	0	9
205	2	1000	0	10
205	2	1000	0	11
205	2	1000	0	12
205	2	1000	0	13
205	2	1000	0	14
205	2	1000	0	15
205	2	1000	0	16
205	2	1000	0	17
205	2	1000	0	18
205	2	1000	0	19
205	2	1000	0	20
205	2	1000	0	21
205	2	1000	0	22
205	2	1000	0	23
205	2	1000	0	24
205	2	1000	0	25
205	2	1000	0	26
205	2	1000	0	27
205	2	1000	0	28
205	2	1000	0	29
205	2	1000	0	30
205	2	1000	0	31
# Event data block #4
# Threshold	DAC	Events	Triggered	CH#
205	3	1000	0	0
205	3	1000	0	1
205	3	1000	0	2
205	3	1000	0	3
205	3	1000	0	4
205	3	1000	0	5
205	3	1000	0	6
205	3	1000	0	7
205	3	1000	0	8
205	3	1000	0	9
205	3	1000	0	10
205	3	1000	0	11
205	3	1000	0	12
205	3	1000	0	13
205	3	1000	0	14
205	3	1000	0	15
205	3	1000	0	16
205	3	1000	0	17
205	3	1000	0	18
205	3	1000	0	19
205	3	1000	0	20
205	3	1000	0	21
205	3	1000	0	22
205	3	1000	0	23
205	3	1000	0	24
205	3	1000	0	25
205	3	1000	0	26
205	3	1000	0	27
205	3	1000	0	28
205	3	1000	0	29
205	3	1000	0	30
205	3	1000	0	31
# Event data block #5
# Threshold	DAC	Events	Triggered	CH#
205	4	1000	0	0
205	4	1000	0	1
205	4	1000	0	2
205	4	1000	0	3
205	4	1000	0	4
205	4	1000	0	5
205	4	1000	0	6
205	4	1000	0	7
205	4	1000	0	8
205	4	1000	0	9
205	4	1000	0	10
205	4	1000	0	11
205	4	1000	0	12
205	4	1000	0	13
205	4	1000	0	14
205	4	1000	0	15
205	4	1000	0	16
205	4	1000	0	17
205	4	1000	0	18
205	4	1000	0	19
205	4	1000	0	20
205	4	1000	0	21
205	4	1000	0	22
205	4	1000	0	23
205	4	1000	0	24
205	4	1000	0	25
205	4	1000	0	26
205	4	1000	0	27
205	4	1000	0	28
205	4	1000	0	29
205	4	1000	0	30
205	4	1000	0	31
# Event data block #6
# Threshold	DAC	Events	Triggered	CH#
205	5	1000	0	0
205	5	1000	0	1
205	5	1000	0	2
205	5	1000	0	3
205	5	1000	0	4
205	5	1000	0	5
205	5	1000	0	6
205	5	1000	0	7
205	5	1000	0	8
205	5	1000	0	9
205	5	1000	0	10
205	5	1000	0	11
205	5	1000	0	12
205	5	1000	0	13
205	5	1000	0	14
205	5	1000	0	15
205	5	1000	0	16
205	5	1000	0	17
205	5	1000	0	18
205	5	1000	0	19
205	5	1000	0	20
205	5	1000	0	21
205	5	1000	0	22
205	5	1000	0	23
205	5	1000	0	24
205	5	1000	0	25
205	5	1000	0	26
205	5	1000	0	27
205	5	1000	0	28
205	5	1000	0	29
205	5	1000	0	30
205	5	1000	0	31
# Event data block #7
# Threshold	DAC	Events	Triggered	CH#
205	6	1000	0	0
205	6	1000	0	1
205	6	1000	0	2
205	6	1000	0	3
205	6	1000	0	4
205	6	1000	0	5
205	6	1000	0	6
205	6	1000	0	7
205	6	1000	0	8
205	6	1000	0	9
205	6	1000	0	10
205	6	1000	0	11
205	6	1000	0	12
205	6	1000	0	13
205	6	1000	0	14
205	6	1000	0	15
205	6	1000	0	16
205	6	1000	0	17
205	6	1000	0	18
205	6	1000	0	19
205	6	1000	0	20
205	6	1000	0	21
205	6	1000	0	22
205	6	1000	0	23
205	6	1000	0	24
205	6	1000	0	25
205	6	1000	0	26
205	6	1000	0	27
205	6	1000	0	28
205	6	1000	0	29
205	6	1000	0	30
205	6	1000	0	31
# Event data block #8
# Threshold	DAC	Events	Triggered	CH#
205	7	1000	0	0
205	7	1000	0	1
205	7	1000	0	2
205	7	1000	0	3
205	7	1000	0	4
205	7	1000	0	5
205	7	1000	0	6
205	7	1000	0	7
205	7	1000	0	8
205	7	1000	0	9
205	7	1000	0	10
205	7	1000	0	11
205	7	1000	0	12
205	7	1000	0	13
205	7	1000	0	14
205	7	1000	0	15
205	7	1000	0	16
205	7	1000	0	17
205	7	1000	0	18
205	7	1000	0	19
205	7	1000	0	20
205	7	1000	0	21
205	7	1000	0	22
205	7	1000	0	23
205	7	1000	0	24
205	7	1000	0	25
205	7	1000	0	26
205	7	1000	0	27
205	7	1000	0	28
205	7	1000	0	29
205	7	1000	0	30
205	7	1000	0	31
# Event data block #9
# Threshold	DAC	Events	Triggered	CH#
205	8	1000	0	0
205	8	1000	0	1
205	8	1000	0	2
205	8	1000	0	3
205	8	1000	0	4
205	8	1000	0	5
205	8	1000	0	6
205	8	1000	6	7
205	8	1000	0	8
205	8	1000	0	9
205	8	1000	0	10
205	8	1000	0	11
205	8	1000	0	12
205	8	1000	0	13
205	8	1000	0	14
205	8	1000	0	15
205	8	1000	0	16
205	8	1000	0	17
205	8	1000	0	18
205	8	1000	0	19
205	8	1000	0	20
205	8	1000	0	21
205	8	1000	0	22
205	8	1000	0	23
205	8	1000	0	24
205	8	1000	0	25
205	8	1000	0	26
205	8	1000	0	27
205	8	1000	0	28
205	8	1000	0	29
205	8	1000	0	30
205	8	1000	0	31
# Event data block #10
# Threshold	DAC	Events	Triggered	CH#
205	9	1000	0	0
205	9	1000	0	1
205	9	1000	0	2
205	9	1000	0	3
205	9	1000	0	4
205	9	1000	0	5
205	9	1000	0	6
205	9	1000	9	7
205	9	1000	0	8
205	9	1000	0	9
205	9	1000	0	10
205	9	1000	0	11
205	9	1000	0	12
205	9	1000	0	13
205	9	1000	0	14
205	9	1000	0	15
205	9	1000	0	16
205	9	1000	0	17
205	9	1000	0	18
205	9	1000	0	19
205	9	1000	0	20
205	9	1000	0	21
205	9	1000	0	22
205	9	1000	0	23
205	9	1000	0	24
205	9	1000	0	25
205	9	1000	0	26
205	9	1000	0	27
205	9	1000	0	28
205	9	1000	0	29
205	9	1000	0	30
205	9	1000	0	31
# Event data block #11
# Threshold	DAC	Events	Triggered	CH#
205	10	1000	0	0
205	10	1000	0	1
205	10	1000	0	2
205	10	1000	0	3
205	10	1000	0	4
205	10	1000	0	5
205	10	1000	0	6
205	10	1000	26	7
205	10	1000	0	8
205	10	1000	0	9
205	10	1000	0	10
205	10	1000	0	11
205	10	1000	0	12
205	10	1000	0	13
205	10	1000	0	14
205	10	1000	0	15
205	10	1000	0	16
205	10	1000	0	17
205	10	1000	0	18
205	10	1000	0	19
205	10	1000	0	20
205	10	1000	0	21
205	10	1000	0	22
205	10	1000	0	23
205	10	1000	0	24
205	10	1000	0	25
205	10	1000	0	26
205	10	1000	0	27
205	10	1000	0	28
205	10	1000	0	29
205	10	1000	0	30
205	10	1000	0	31
# Event data block #12
# Threshold	DAC	Events	Triggered	CH#
205	11	1000	0	0
205	11	1000	0	1
205	11	1000	0	2
205	11	1000	0	3
205	11	1000	0	4
205	11	1000	0	5
205	11	1000	0	6
205	11	1000	77	7
205	11	1000	0	8
205	11	1000	0	9
205	11	1000	0	10
205	11	1000	0	11
205	11	1000	0	12
205	11	1000	0	13
205	11	1000	0	14
205	11	1000	0	15
205	11	1000	0	16
205	11	1000	0	17
205	11	1000	0	18
205	11	1000	0	19
205	11	1000	0	20
205	11	1000	0	21
205	11	1000	0	22
205	11	1000	0	23
205	11	1000	0	24
205	11	1000	0	25
