56.880483 4.132158
46.006090 3.980302
53.776976 4.006388
20.009710 4.081933
23.181112 4.007034
81.154158 5.011314
66.842543 4.585162
69.414670 4.945585
41.679507 4.156262
43.965147 4.224116
61.339377 4.487968
59.569466 4.328402
94.398290 5.243048
108.410020 5.460361
50.116855 4.077770
38.469957 4.058585
43.739674 4.579756
52.971319 4.490487
45.515660 4.220611
37.505635 4.018112
40.195314 4.115044
42.050780 4.069840
32.396541 13.924881
93.079531 5.130097
46.355147 4.553390
79.915353 4.500340
54.334720 4.206991
74.725297 4.557265
9.124348 3.699736
46.291307 3.733449
43.841143 3.884383
83.789568 4.578251
