89.628646 4.889609
61.287418 4.300032
55.888917 4.734396
51.541457 4.392658
83.442565 5.179784
24.188887 4.731926
40.853608 4.685691
66.298026 4.957347
46.529165 4.475825
22.534880 4.545670
94.394876 5.011132
75.913302 4.926439
25.148479 4.573093
48.986409 4.763338
21.486294 4.238358
54.283701 4.381131
20.021164 4.250963
48.585013 4.439850
75.743274 4.901350
60.674943 4.432922
26.041871 4.219513
70.859101 4.938569
17.342896 4.130109
45.712003 4.852691
90.948937 4.816769
57.867371 5.065500
62.503893 4.508920
88.168823 5.008312
79.361236 4.952027
82.953190 4.802736
60.908459 4.552453
67.506873 4.852218
