76.916222 5.161074
48.365895 4.680549
47.906797 4.987652
37.461319 4.759778
35.753284 4.875171
57.755986 5.307573
44.996432 4.807865
-2.530223 4.046570
93.735397 5.845577
23.569078 4.598766
34.675192 4.803696
55.762865 4.916059
46.919961 5.044316
73.208613 5.461343
58.667502 5.298173
66.316113 5.885296
32.955533 6.023348
129.317177 6.073075
165.396106 7.404104
51.470814 5.246985
61.688472 5.399698
53.353559 5.232049
81.519137 5.373491
27.689388 5.025563
64.650749 4.950228
40.775747 4.541992
69.100791 5.197036
58.845337 4.950142
92.745184 5.552861
58.034433 4.859076
90.648347 5.491080
83.180486 5.485980
